Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,timeBased,perside
465,Holman Straight Plank Hand Tap to Shoulder Tap,The Holman Straight Plank Hand Tap to Shoulder Tap is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
466,Holman In-Out Straight Plank,The Holman In-Out Straight Plank is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
467,Holman Bicycle,The Holman Bicycle is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
468,Holman Alternating Diagonal Knee Pull-in,The Holman Alternating Diagonal Knee Pull-in is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
469,Holman Elbow Plank with Step-Out,The Holman Elbow Plank with Step-Out is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
470,Holman Alternating Slow L-Raise,The Holman Alternating Slow L-Raise is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
471,Holman Feet-Elevated Plank with Shoulder Tap,The Holman Feet-Elevated Plank with Shoulder Tap is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
472,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,The Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
473,Holman Feet-Elevated Up-Down Elbow Plank,The Holman Feet-Elevated Up-Down Elbow Plank is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
474,Holman Feet-Elevated Plank Pike Pull,The Holman Feet-Elevated Plank Pike Pull is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
475,Holman Feet-Elevated Alternating Single-Leg Hip Raise,The Holman Feet-Elevated Alternating Single-Leg Hip Raise is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,True
476,Holman Feet-Elevated Plank Pike Pull to Push-Up,The Holman Feet-Elevated Plank Pike Pull to Push-Up is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
477,Holman Standing Heel Click,The Holman Standing Heel Click is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
478,Holman Straight Plank Right-Left Jack to Split Jack,The Holman Straight Plank Right-Left Jack to Split Jack is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
479,Holman Elbow Plank Jack to Ninja Knees,The Holman Elbow Plank Jack to Ninja Knees is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
480,Holman Right Side Elbow Plank with Left Leg Swing,The Holman Right Side Elbow Plank with Left Leg Swing is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
481,Holman Left Side Elbow Plank with Right Leg Swing,The Holman Left Side Elbow Plank with Right Leg Swing is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
482,Holman Straight Plank with Alternating Diagonal Sit-Back,The Holman Straight Plank with Alternating Diagonal Sit-Back is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
483,Holman Boat Press with Leg Extension,The Holman Boat Press with Leg Extension is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,True
484,Holman Shoulder Tap to Dirty Dog,The Holman Shoulder Tap to Dirty Dog is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
485,Holman Standing Russian Twist,The Holman Standing Russian Twist is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
486,Holman Hovering Plank with Shoulder Tap,The Holman Hovering Plank with Shoulder Tap is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
487,Holman Elbow Plank to Stacked Plank Hip Drop,The Holman Elbow Plank to Stacked Plank Hip Drop is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
488,Holman Elbow Plank to Walk-Up Pike,The Holman Elbow Plank to Walk-Up Pike is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
489,Holman Hill Climber,The Holman Hill Climber is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
490,Holman Straight Plank Pike to Renegade Row,The Holman Straight Plank Pike to Renegade Row is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,True,True
491,Holman Alternating Hip Drop to Push-Up,The Holman Alternating Hip Drop to Push-Up is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
492,Holman Crab Kick,The Holman Crab Kick is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
493,Holman Wounded Bear Crawl,The Holman Wounded Bear Crawl is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
494,Holman Alternating Crab Reach,The Holman Alternating Crab Reach is a strength exercise targeting the abdominals. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Abdominals,Body Only,Intermediate,0.0,No description,False,False
